"LABNR","C14AGE","C14STD","MATERIAL","COUNTRY","REGION","SITE","LAT","LONG","CLASS","LITHICS","POTTERY","IRON","SOURCES"
"Ly-10511",3350,80,"Charcoal","CMR","A","Ouélé Maroua",4.47,13.51,"IIb irrelevant dates, doubtful archaeological context (post-depositional mixing)","indet","indet","slag","Delneuf 2001: 16; Asombang et al. 2001"
"I-13142",0,0,"Charcoal","CMR","A","Abong Mbang",3.99,13.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"TH-1175",2040,130,"Charcoal","CMR","A","Bafounda",5.54,10.33,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-13140",1060,80,"Charcoal","CMR","A","Bafoussam",5.55,10.32,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"Poz-41774",110,25,"Charcoal_wood","CMR","A","Bali River",5.77,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"I-14183",2990,90,"Charcoal","CMR","A","Bertoua",4.49,13.62,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-14190",2880,90,"Charcoal","CMR","A","Bertoua",4.49,13.62,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"Poz-41778",1510,30,"Charcoal_wood_Gilbertiodendron dewevrei","CMR","A","Boulou River",1.92,15.78,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KSU-1250",0,40,"Charcoal","CMR","A","Ebolowa",2.9,11.24,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-13141",205,90,"Charcoal","CMR","A","Edea",3.82,10.11,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-14179",700,80,"Charcoal","CMR","A","Eseke",3.57,10.82,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-14180",980,80,"Charcoal","CMR","A","Eseke",3.57,10.82,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-13144",2480,120,"Charcoal","CMR","A","Lobe",2.87,9.9,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-13145",355,75,"Charcoal","CMR","A","Lobe",2.87,9.9,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"KSU-461",1010,25,"-","CMR","A","Locality 88 (Mbengue)",3.8,10.16,"IIc irrelevant dates, lack of archaeological context","-","-","-","de Maret 1992a; Garcin et al. 2018"
"KIA-38933",1795,40,"Charcoal_endocarp_elaeis","CMR","A","Makalaya",3.27,14.04,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-38938",2150,45,"Charcoal_wood","CMR","A","Messok",3.08,14.06,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"KIA-38942",195,30,"Charcoal_wood","CMR","A","Messok",3.08,14.06,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"KIA-45496",1050,25,"Charcoal_endocarp_elaeis","CMR","A","Mindourou",3.56,13.4,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 213 Tab. 1"
"I-13143",385,75,"Charcoal","CMR","A","Nanga Eboko/Locality 81-2",4.65,12.39,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"Poz-41790",1640,30,"Charcoal_endocarp_elaeis","CMR","A","Ndama",3.64,14.46,"IIc irrelevant dates, lack of archaeological context","-","-","-","Morin-Rivat et al. 2014: 212 Tab. 1"
"I-14191",390,80,"Charcoal","CMR","A","Ngamboula",4.56,13.83,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-14181",380,80,"Charcoal","CMR","A","Omong",3.88,10.9,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"I-14182",1130,80,"Charcoal","CMR","A","Omong",3.88,10.9,"IIc irrelevant dates, lack of archaeological context","-","-","-","Hori et al. 1986"
"Ly-10313",1325,70,"Charcoal","CMR","A","Ouélé Maroua",4.47,13.51,"IIc irrelevant dates, lack of archaeological context","-","-","-","Asombang et al. 2001"
"Poz-49314",205,35,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49315",1550,30,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49316",210,30,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49318",1650,35,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49319",0,0,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49320",1600,35,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49321",1650,30,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49322",1800,35,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49398",2200,35,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49399",0,0,"-","CMR","A","Pallisco logging concession (Area1)",3.38,14.03,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49301",1950,35,"-","CMR","A","PS12",3.25,15.39,"IIc irrelevant dates, lack of archaeological context","-","-","-","Bremond et al. 2017; Garcin et al. 2018"
"Poz-49302",1800,30,"-","CMR","A","PS12",3.25,15.39,"IIc irrelevant dates, lack of archaeological context","-","-","-","Bremond et al. 2017; Garcin et al. 2018"
"Gif-12477",280,35,"-","CMR","A","PS3",2.06,15.48,"IIc irrelevant dates, lack of archaeological context","-","-","-","Bremond et al. 2017; Garcin et al. 2018"
"Poz-41777",90,25,"-","CMR","A","PS3",2.06,15.48,"IIc irrelevant dates, lack of archaeological context","-","-","-","Bremond et al. 2017; Garcin et al. 2018"
"Poz-49337",1850,35,"-","CMR","A","SFID logging concession (Area2 T4)",4.01,14.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49338",2200,30,"-","CMR","A","SFID logging concession (Area2 T4)",4.01,14.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62627",850,30,"-","CMR","A","SFID logging concession (Area2 T4)",4.01,14.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62628",2100,30,"-","CMR","A","SFID logging concession (Area2 T4)",4.01,14.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62629",200,35,"-","CMR","A","SFID logging concession (Area2 T4)",4.01,14.18,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49339",1900,30,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49340",2750,30,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49341",1650,35,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62630",300,30,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62631",1600,35,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62632",2250,30,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62634",350,30,"-","CMR","A","SFID logging concession (Area2 T5)",3.85,14.22,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49342",2200,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49343",2150,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49344",2250,35,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49345",2300,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62635",1800,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62636",2200,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62637",150,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62638",250,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62639",1750,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62640",100,30,"-","CMR","A","SFID logging concession (Area2 T6)",3.47,14.31,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49334",150,25,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49335",1550,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62641",1800,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62642",2250,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62644",2250,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62645",800,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62646",1850,30,"-","CMR","A","Wijma logging concession (Area3 T1)",2.29,10.43,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49331",1750,35,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62647",1800,30,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62648",1950,30,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62649",1660,30,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62650",1710,30,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62651",1860,30,"-","CMR","A","Wijma logging concession (Area3 T2)",2.44,10.58,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49327",2150,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49328",2000,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49329",2100,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-49333",1800,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62653",1870,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62654",1660,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62655",1500,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62656",650,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Poz-62657",1700,30,"-","CMR","A","Wijma logging concession (Area3 T3)",2.46,10.66,"IIc irrelevant dates, lack of archaeological context","-","-","-","Vleminckx et al. 2014; Garcin et al. 2018"
"Beta-74282",740,50,"Charcoal_endocarp_elaeis","GAB","B","Angondje",0.51,9.42,"Ia relevant dates, strong archaeological context","-","Angondjé","object; tuyère","Clist 2004/2005: 691 Tab. 7-20, Annex 2"
"Beta-74283",930,50,"Charcoal_endocarp_elaeis","GAB","B","Angondje",0.51,9.42,"Ia relevant dates, strong archaeological context","-","Angondjé","object; tuyère","Clist 2004/2005: 691 Tab. 7-20, Annex 2"
"Beta-17062",620,60,"-","GNQ","B","Ayene",1.08,9.77,"Ia relevant dates, strong archaeological context","-","Angondjé","-","Clist 1998: 215 Tab. 1"
"Gif-11344",0,0,"Charcoal_wood","GAB","B","Azobe 1",-0.2,11.62,"Ia relevant dates, strong archaeological context","-","Lope","-","Assoko Ndong 2001: 475 Tab. 69; Clist 2004/2005: Annex 2"
"Beta-202226",2190,70,"-","GAB","B","Benguie 7",0.29,11.38,"Ia relevant dates, strong archaeological context","-","Okala/Epona/Yindo","-","Oslisly/Assoko Ndong 2006: 55"
"Gif-9377",2290,50,"Charcoal_wood","GAB","B","Cap Esterias",0.58,9.34,"Ia relevant dates, strong archaeological context","-","Okala/Epona/Yindo","-","Clist 2004/2005:509 Tab. 6-56, Annex 2"
"Beta-264858",1510,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","-","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Beta-264859",1560,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","-","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Beta-296113",1670,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","slag?","Gonzalez Ruibal et al. 2011; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Beta-296114",1560,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","-","Gonzalez Ruibal et al. 2011; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Beta-296115",950,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Nandá/Group II","slag?","Gonzalez Ruibal et al. 2011; Sánchez-Elipe et al. 2016: 353 Tab. 2"
"Beta-296116",1760,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","slag?","Gonzalez Ruibal et al. 2011; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Beta-296117",1940,40,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","slag?","Gonzalez Ruibal et al. 2011; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"CNA-1573",1930,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","-","Sánchez-Elipe et al. 2016: 352 Tab. 2"
"CNA-1574",985,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Angondjé","-","Sánchez-Elipe et al. 2016: 353 Tab. 2"
"Ua-42371",962,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Nandá/Group II","slag?","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 353 Tab. 2"
"Ua-42372",951,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Nandá/Group II","slag?","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 353 Tab. 2"
"Ua-42373",949,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Nandá/Group II","slag?","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 353 Tab. 2"
"Ua-42374",1808,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","slag?","Gonzalez Ruibal et al. 2012; Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Ua-44130",989,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Nandá/Group II","-","Sánchez-Elipe et al. 2016: 352 Tab. 2"
"Ua-44131",1296,30,"-","GNQ","B","Corisco",0.92,9.32,"Ia relevant dates, strong archaeological context","-","Oveng","-","Sánchez-Elipe et al. 2016: 352 Tab. 2"
